entity_label,entity_text
DATE,Sunday
DATE,1ST
DATE,Sunday
DATE,earlier last week
DATE,2021
DATE,2021
DATE,Monday
DATE,Sunday
DATE,1ST
DATE,Sunday
DATE,earlier last week
DATE,2021
DATE,2021
DATE,Monday
DATE,Sunday
DATE,1ST
DATE,Sunday
DATE,earlier last week
DATE,2021
DATE,2021
DATE,a single day
DATE,the past month
DATE,earlier this month
DATE,Christmas
DATE,Saturday
DATE,2021
DATE,2021
DATE,a single day
DATE,the past month
DATE,earlier this month
DATE,Christmas
DATE,Saturday
DATE,2021
DATE,2021
DATE,a single day
DATE,the past month
DATE,earlier this month
DATE,Christmas
DATE,Saturday
DATE,2021
DATE,2021
DATE,a single day
DATE,the past month
DATE,earlier this month
DATE,Christmas
DATE,Saturday
DATE,2021
DATE,2021
DATE,Friday
DATE,weekly
DATE,2021
DATE,2021
DATE,Friday
DATE,weekly
DATE,2021
DATE,2021
DATE,Friday
DATE,weekly
DATE,2021
DATE,2021
DATE,Friday
DATE,weekly
DATE,2021
DATE,2021
DATE,Just a day
DATE,Wednesday
DATE,Thursday
DATE,2019-2020
DATE,Thursday
DATE,Thursday
DATE,a day earlier
DATE,today
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,today
DATE,today
DATE,March 30
DATE,this year
DATE,March 2021
DATE,Friday
DATE,Saturday
DATE,Wednesday
DATE,the academic year
DATE,2021
DATE,2021
DATE,Just a day
DATE,Wednesday
DATE,Thursday
DATE,2019-2020
DATE,Thursday
DATE,Thursday
DATE,a day earlier
DATE,today
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,today
DATE,today
DATE,March 30
DATE,this year
DATE,March 2021
DATE,Friday
DATE,Saturday
DATE,Wednesday
DATE,the academic year
DATE,2021
DATE,2021
DATE,Just a day
DATE,Wednesday
DATE,Thursday
DATE,2019-2020
DATE,Thursday
DATE,Thursday
DATE,a day earlier
DATE,today
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,today
DATE,today
DATE,March 30
DATE,this year
DATE,March 2021
DATE,Friday
DATE,Saturday
DATE,Wednesday
DATE,the academic year
DATE,2021
DATE,2021
DATE,Just a day
DATE,Wednesday
DATE,Thursday
DATE,2019-2020
DATE,Thursday
DATE,Thursday
DATE,a day earlier
DATE,today
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,Thursday
DATE,today
DATE,today
DATE,March 30
DATE,this year
DATE,March 2021
DATE,Friday
DATE,Saturday
DATE,Wednesday
DATE,the academic year
DATE,2021
DATE,2021
DATE,1966
DATE,2009
DATE,just 10 years
DATE,last fall
DATE,Yesterday
DATE,yesterday
DATE,today
DATE,today
DATE,"2,000 years"
DATE,Christmas
DATE,today
DATE,Sunday
DATE,today
DATE,the week
DATE,2021
DATE,2021
DATE,1966
DATE,2009
DATE,just 10 years
DATE,last fall
DATE,Yesterday
DATE,yesterday
DATE,today
DATE,today
DATE,"2,000 years"
DATE,Christmas
DATE,today
DATE,Sunday
DATE,today
DATE,the week
DATE,2021
DATE,2021
DATE,1966
DATE,2009
DATE,just 10 years
DATE,last fall
DATE,Yesterday
DATE,yesterday
DATE,today
DATE,today
DATE,"2,000 years"
DATE,Christmas
DATE,today
DATE,Sunday
DATE,today
DATE,the week
DATE,2021
DATE,2021
DATE,1966
DATE,2009
DATE,just 10 years
DATE,last fall
DATE,Yesterday
DATE,yesterday
DATE,today
DATE,today
DATE,"2,000 years"
DATE,Christmas
DATE,today
DATE,Sunday
DATE,today
DATE,the week
DATE,2021
DATE,2021
DATE,daily
DATE,daily
DATE,weeks
DATE,Thursday
DATE,1999
DATE,2010
DATE,the day
DATE,February
DATE,mid-March
DATE,this week
DATE,Thursday
DATE,March 22
DATE,23
DATE,August
DATE,Wednesday
DATE,a few weeks
DATE,Thursday
DATE,last week
DATE,the third consecutive week
DATE,Wednesday
DATE,the initial days
DATE,2021
DATE,2021
DATE,daily
DATE,daily
DATE,weeks
DATE,Thursday
DATE,1999
DATE,2010
DATE,the day
DATE,February
DATE,mid-March
DATE,this week
DATE,Thursday
DATE,March 22
DATE,23
DATE,August
DATE,Wednesday
DATE,a few weeks
DATE,Thursday
DATE,last week
DATE,the third consecutive week
DATE,Wednesday
DATE,the initial days
DATE,2021
DATE,2021
DATE,daily
DATE,daily
DATE,weeks
DATE,Thursday
DATE,1999
DATE,2010
DATE,the day
DATE,February
DATE,mid-March
DATE,this week
DATE,Thursday
DATE,March 22
DATE,23
DATE,August
DATE,Wednesday
DATE,a few weeks
DATE,Thursday
DATE,last week
DATE,the third consecutive week
DATE,Wednesday
DATE,the initial days
DATE,2021
DATE,2021
DATE,daily
DATE,daily
DATE,weeks
DATE,Thursday
DATE,1999
DATE,2010
DATE,the day
DATE,February
DATE,mid-March
DATE,this week
DATE,Thursday
DATE,March 22
DATE,23
DATE,August
DATE,Wednesday
DATE,a few weeks
DATE,Thursday
DATE,last week
DATE,the third consecutive week
DATE,Wednesday
DATE,the initial days
DATE,2021
DATE,2021
DATE,Saturday
DATE,2001
DATE,Saturday
DATE,15-day
DATE,This month
DATE,2021
DATE,2021
DATE,Saturday
DATE,2001
DATE,Saturday
DATE,15-day
DATE,This month
DATE,2021
DATE,2021
DATE,Saturday
DATE,2001
DATE,Saturday
DATE,15-day
DATE,This month
DATE,2021
DATE,2021
DATE,Saturday
DATE,2001
DATE,Saturday
DATE,15-day
DATE,This month
DATE,2021
DATE,2021
DATE,Tuesday
DATE,this Thursday
DATE,Dec. 27
DATE,weekly
DATE,the end of July
DATE,Tuesday
DATE,first day
DATE,August
DATE,today
DATE,this week
DATE,"Monday, March 16, 2020"
DATE,July
DATE,May
DATE,the four months
DATE,recent weeks
DATE,Tuesday
DATE,November
DATE,"Aug. 5, 2020"
DATE,March
DATE,May
DATE,August
DATE,this week
DATE,last week
DATE,2021
DATE,2021
DATE,Tuesday
DATE,this Thursday
DATE,Dec. 27
DATE,weekly
DATE,the end of July
DATE,Tuesday
DATE,first day
DATE,August
DATE,today
DATE,this week
DATE,"Monday, March 16, 2020"
DATE,July
DATE,May
DATE,the four months
DATE,recent weeks
DATE,Tuesday
DATE,November
DATE,"Aug. 5, 2020"
DATE,March
DATE,May
DATE,August
DATE,this week
DATE,last week
DATE,2021
DATE,2021
DATE,Tuesday
DATE,this Thursday
DATE,Dec. 27
DATE,weekly
DATE,the end of July
DATE,Tuesday
DATE,first day
DATE,August
DATE,today
DATE,this week
DATE,"Monday, March 16, 2020"
DATE,July
DATE,May
DATE,the four months
DATE,recent weeks
DATE,Tuesday
DATE,November
DATE,"Aug. 5, 2020"
DATE,March
DATE,May
DATE,August
DATE,this week
DATE,last week
DATE,2021
DATE,2021
DATE,Tuesday
DATE,this Thursday
DATE,Dec. 27
DATE,weekly
DATE,the end of July
DATE,Tuesday
DATE,first day
DATE,August
DATE,today
DATE,this week
DATE,"Monday, March 16, 2020"
DATE,July
DATE,May
DATE,the four months
DATE,recent weeks
DATE,Tuesday
DATE,November
DATE,"Aug. 5, 2020"
DATE,March
DATE,May
DATE,August
DATE,this week
DATE,last week
DATE,2021
DATE,2021
DATE,season
DATE,three seasons last year
DATE,the second straight season
DATE,season
DATE,last year
DATE,40-20
DATE,2019
DATE,2019
DATE,2021
DATE,2021
DATE,season
DATE,three seasons last year
DATE,the second straight season
DATE,season
DATE,last year
DATE,40-20
DATE,2019
DATE,2019
DATE,2021
DATE,2021
DATE,season
DATE,three seasons last year
DATE,the second straight season
DATE,season
DATE,last year
DATE,40-20
DATE,2019
DATE,2019
DATE,2021
DATE,2021
DATE,season
DATE,three seasons last year
DATE,the second straight season
DATE,season
DATE,last year
DATE,40-20
DATE,2019
DATE,2019
DATE,2021
DATE,2021
DATE,Sunday
DATE,Saturday
DATE,earlier in the week
DATE,May
DATE,Sunday
DATE,2021
DATE,2021
DATE,Sunday
DATE,Saturday
DATE,earlier in the week
DATE,May
DATE,Sunday
DATE,2021
DATE,2021
DATE,Sunday
DATE,Saturday
DATE,earlier in the week
DATE,May
DATE,Sunday
DATE,2021
DATE,2021
DATE,Sunday
DATE,Saturday
DATE,earlier in the week
DATE,May
DATE,Sunday
DATE,2021
DATE,2021
DATE,these past few weeks
DATE,SIX MONTHS OF
DATE,the past months
DATE,March
DATE,the week
DATE,2021
DATE,2021
DATE,these past few weeks
DATE,SIX MONTHS OF
DATE,the past months
DATE,March
DATE,the week
DATE,2021
DATE,2021
DATE,these past few weeks
DATE,SIX MONTHS OF
DATE,the past months
DATE,March
DATE,the week
DATE,2021
DATE,2021
DATE,these past few weeks
DATE,SIX MONTHS OF
DATE,the past months
DATE,March
DATE,the week
DATE,2021
DATE,2021
DATE,Friday
DATE,March
DATE,March
DATE,2021
DATE,2021
DATE,Friday
DATE,March
DATE,March
DATE,2021
DATE,2021
DATE,Friday
DATE,March
DATE,March
DATE,2021
DATE,2021
DATE,Friday
DATE,March
DATE,March
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,week
DATE,Saturday
DATE,10 days
DATE,the 2017 season
DATE,2021
DATE,Thursday
DATE,season this year
DATE,next year
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,week
DATE,Saturday
DATE,10 days
DATE,the 2017 season
DATE,2021
DATE,Thursday
DATE,season this year
DATE,next year
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,week
DATE,Saturday
DATE,10 days
DATE,the 2017 season
DATE,2021
DATE,Thursday
DATE,season this year
DATE,next year
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,week
DATE,Saturday
DATE,10 days
DATE,the 2017 season
DATE,2021
DATE,Thursday
DATE,season this year
DATE,next year
DATE,2021
DATE,2021
DATE,Sunday
DATE,the last week
DATE,this year
DATE,2021
DATE,2021
DATE,Sunday
DATE,the last week
DATE,this year
DATE,2021
DATE,2021
DATE,Sunday
DATE,the last week
DATE,this year
DATE,2021
DATE,2021
DATE,Sunday
DATE,the last week
DATE,this year
DATE,2021
DATE,2021
DATE,recent months
DATE,67
DATE,November
DATE,Nine weeks later
DATE,the first day — day
DATE,yesterday
DATE,10 MONTHS
DATE,November
DATE,more than six months
DATE,last month
DATE,five months
DATE,weekly
DATE,2021
DATE,2021
DATE,recent months
DATE,67
DATE,November
DATE,Nine weeks later
DATE,the first day — day
DATE,yesterday
DATE,10 MONTHS
DATE,November
DATE,more than six months
DATE,last month
DATE,five months
DATE,weekly
DATE,2021
DATE,2021
DATE,recent months
DATE,67
DATE,November
DATE,Nine weeks later
DATE,the first day — day
DATE,yesterday
DATE,10 MONTHS
DATE,November
DATE,more than six months
DATE,last month
DATE,five months
DATE,weekly
DATE,2021
DATE,2021
DATE,recent months
DATE,67
DATE,November
DATE,Nine weeks later
DATE,the first day — day
DATE,yesterday
DATE,10 MONTHS
DATE,November
DATE,more than six months
DATE,last month
DATE,five months
DATE,weekly
DATE,2021
DATE,2021
DATE,Wednesday
DATE,2020
DATE,year
DATE,the weeks
DATE,Election Day
DATE,weekly
DATE,2021
DATE,2021
DATE,Wednesday
DATE,2020
DATE,year
DATE,the weeks
DATE,Election Day
DATE,weekly
DATE,2021
DATE,2021
DATE,Wednesday
DATE,2020
DATE,year
DATE,the weeks
DATE,Election Day
DATE,weekly
DATE,2021
DATE,2021
DATE,Wednesday
DATE,2020
DATE,year
DATE,the weeks
DATE,Election Day
DATE,weekly
DATE,2021
DATE,2021
DATE,four days
DATE,Later Friday
DATE,months
DATE,June 1
DATE,the past 100 years
DATE,the past decade
DATE,four days
DATE,up to 18 months
DATE,months
DATE,today
DATE,2021
DATE,2021
DATE,four days
DATE,Later Friday
DATE,months
DATE,June 1
DATE,the past 100 years
DATE,the past decade
DATE,four days
DATE,up to 18 months
DATE,months
DATE,today
DATE,2021
DATE,2021
DATE,four days
DATE,Later Friday
DATE,months
DATE,June 1
DATE,the past 100 years
DATE,the past decade
DATE,four days
DATE,up to 18 months
DATE,months
DATE,today
DATE,2021
DATE,2021
DATE,four days
DATE,Later Friday
DATE,months
DATE,June 1
DATE,the past 100 years
DATE,the past decade
DATE,four days
DATE,up to 18 months
DATE,months
DATE,today
DATE,2021
DATE,2021
DATE,April
DATE,Tuesday
DATE,1997
DATE,52
DATE,"November 17th, 2020"
DATE,one day
DATE,months
DATE,Halloween
DATE,nights
DATE,Thursday
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,April
DATE,Tuesday
DATE,1997
DATE,52
DATE,"November 17th, 2020"
DATE,one day
DATE,months
DATE,Halloween
DATE,nights
DATE,Thursday
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,April
DATE,Tuesday
DATE,1997
DATE,52
DATE,"November 17th, 2020"
DATE,one day
DATE,months
DATE,Halloween
DATE,nights
DATE,Thursday
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,April
DATE,Tuesday
DATE,1997
DATE,52
DATE,"November 17th, 2020"
DATE,one day
DATE,months
DATE,Halloween
DATE,nights
DATE,Thursday
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,"Sunday, Feb. 2, 2020"
DATE,Monday
DATE,Sunday
DATE,Sunday
DATE,the last 14 days
DATE,Monday
DATE,the last 14 days
DATE,Weeks
DATE,"Thursday, Jan. 30, 2020"
DATE,"Monday, Feb. 3, 2020"
DATE,Monday
DATE,several days
DATE,the early 2000s
DATE,Monday
DATE,Sunday
DATE,44-year-old
DATE,last week
DATE,Friday
DATE,"between October 1, 2019"
DATE,"January 25, 2020"
DATE,six months
DATE,annual
DATE,Friday
DATE,"Monday, Feb. 3, 2020"
DATE,Feb. 2
DATE,14 days
DATE,Feb. 6
DATE,Feb 6
DATE,Monday
DATE,two weeks
DATE,Feb. 9
DATE,Feb. 1
DATE,Feb. 9
DATE,February
DATE,weekly
DATE,2021
DATE,2021
DATE,"Sunday, Feb. 2, 2020"
DATE,Monday
DATE,Sunday
DATE,Sunday
DATE,the last 14 days
DATE,Monday
DATE,the last 14 days
DATE,Weeks
DATE,"Thursday, Jan. 30, 2020"
DATE,"Monday, Feb. 3, 2020"
DATE,Monday
DATE,several days
DATE,the early 2000s
DATE,Monday
DATE,Sunday
DATE,44-year-old
DATE,last week
DATE,Friday
DATE,"between October 1, 2019"
DATE,"January 25, 2020"
DATE,six months
DATE,annual
DATE,Friday
DATE,"Monday, Feb. 3, 2020"
DATE,Feb. 2
DATE,14 days
DATE,Feb. 6
DATE,Feb 6
DATE,Monday
DATE,two weeks
DATE,Feb. 9
DATE,Feb. 1
DATE,Feb. 9
DATE,February
DATE,weekly
DATE,2021
DATE,2021
DATE,"Sunday, Feb. 2, 2020"
DATE,Monday
DATE,Sunday
DATE,Sunday
DATE,the last 14 days
DATE,Monday
DATE,the last 14 days
DATE,Weeks
DATE,"Thursday, Jan. 30, 2020"
DATE,"Monday, Feb. 3, 2020"
DATE,Monday
DATE,several days
DATE,the early 2000s
DATE,Monday
DATE,Sunday
DATE,44-year-old
DATE,last week
DATE,Friday
DATE,"between October 1, 2019"
DATE,"January 25, 2020"
DATE,six months
DATE,annual
DATE,Friday
DATE,"Monday, Feb. 3, 2020"
DATE,Feb. 2
DATE,14 days
DATE,Feb. 6
DATE,Feb 6
DATE,Monday
DATE,two weeks
DATE,Feb. 9
DATE,Feb. 1
DATE,Feb. 9
DATE,February
DATE,weekly
DATE,2021
DATE,2021
DATE,"Sunday, Feb. 2, 2020"
DATE,Monday
DATE,Sunday
DATE,Sunday
DATE,the last 14 days
DATE,Monday
DATE,the last 14 days
DATE,Weeks
DATE,"Thursday, Jan. 30, 2020"
DATE,"Monday, Feb. 3, 2020"
DATE,Monday
DATE,several days
DATE,the early 2000s
DATE,Monday
DATE,Sunday
DATE,44-year-old
DATE,last week
DATE,Friday
DATE,"between October 1, 2019"
DATE,"January 25, 2020"
DATE,six months
DATE,annual
DATE,Friday
DATE,"Monday, Feb. 3, 2020"
DATE,Feb. 2
DATE,14 days
DATE,Feb. 6
DATE,Feb 6
DATE,Monday
DATE,two weeks
DATE,Feb. 9
DATE,Feb. 1
DATE,Feb. 9
DATE,February
DATE,weekly
DATE,2021
DATE,2021
DATE,Jan. 5
DATE,two days earlier
DATE,two days earlier
DATE,2020
DATE,Monday
DATE,month
DATE,the final two years
DATE,2021
DATE,2021
DATE,Jan. 5
DATE,two days earlier
DATE,two days earlier
DATE,2020
DATE,Monday
DATE,month
DATE,the final two years
DATE,2021
DATE,2021
DATE,Jan. 5
DATE,two days earlier
DATE,two days earlier
DATE,2020
DATE,Monday
DATE,month
DATE,the final two years
DATE,2021
DATE,2021
DATE,Jan. 5
DATE,two days earlier
DATE,two days earlier
DATE,2020
DATE,Monday
DATE,month
DATE,the final two years
DATE,2021
DATE,2021
DATE,Thursday
DATE,one day
DATE,day one
DATE,January
DATE,day one
DATE,2021
DATE,2021
DATE,Thursday
DATE,one day
DATE,day one
DATE,January
DATE,day one
DATE,2021
DATE,2021
DATE,Thursday
DATE,one day
DATE,day one
DATE,January
DATE,day one
DATE,2021
DATE,2021
DATE,Thursday
DATE,one day
DATE,day one
DATE,January
DATE,day one
DATE,2021
DATE,2021
DATE,February
DATE,Thursday
DATE,Feb. 22
DATE,Feb. 22
DATE,60
DATE,August
DATE,the first quarter
DATE,2014.<br
DATE,Thursday
DATE,daily
DATE,Saturday
DATE,Saturday
DATE,Wednesday
DATE,Thursday
DATE,2021
DATE,2021
DATE,February
DATE,Thursday
DATE,Feb. 22
DATE,Feb. 22
DATE,60
DATE,August
DATE,the first quarter
DATE,2014.<br
DATE,Thursday
DATE,daily
DATE,Saturday
DATE,Saturday
DATE,Wednesday
DATE,Thursday
DATE,2021
DATE,2021
DATE,February
DATE,Thursday
DATE,Feb. 22
DATE,Feb. 22
DATE,60
DATE,August
DATE,the first quarter
DATE,2014.<br
DATE,Thursday
DATE,daily
DATE,Saturday
DATE,Saturday
DATE,Wednesday
DATE,Thursday
DATE,2021
DATE,2021
DATE,February
DATE,Thursday
DATE,Feb. 22
DATE,Feb. 22
DATE,60
DATE,August
DATE,the first quarter
DATE,2014.<br
DATE,Thursday
DATE,daily
DATE,Saturday
DATE,Saturday
DATE,Wednesday
DATE,Thursday
DATE,2021
DATE,2021
DATE,more than a year
DATE,daily
DATE,"May 1, 2021"
DATE,any given year
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,more than a year
DATE,daily
DATE,"May 1, 2021"
DATE,any given year
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,more than a year
DATE,daily
DATE,"May 1, 2021"
DATE,any given year
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,more than a year
DATE,daily
DATE,"May 1, 2021"
DATE,any given year
DATE,Thursday
DATE,weekly
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,daily
DATE,last week
DATE,Sunday
DATE,Sunday
DATE,May
DATE,Oct. 20
DATE,Sunday
DATE,Monday
DATE,July 4
DATE,Sunday
DATE,July
DATE,Sunday
DATE,Sunday
DATE,this weekend
DATE,a year ago
DATE,Saturday
DATE,Nov. 11
DATE,Sunday
DATE,the last two weeks
DATE,Thursday
DATE,Monday
DATE,two weeks
DATE,Saturday
DATE,two weeks
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,daily
DATE,last week
DATE,Sunday
DATE,Sunday
DATE,May
DATE,Oct. 20
DATE,Sunday
DATE,Monday
DATE,July 4
DATE,Sunday
DATE,July
DATE,Sunday
DATE,Sunday
DATE,this weekend
DATE,a year ago
DATE,Saturday
DATE,Nov. 11
DATE,Sunday
DATE,the last two weeks
DATE,Thursday
DATE,Monday
DATE,two weeks
DATE,Saturday
DATE,two weeks
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,daily
DATE,last week
DATE,Sunday
DATE,Sunday
DATE,May
DATE,Oct. 20
DATE,Sunday
DATE,Monday
DATE,July 4
DATE,Sunday
DATE,July
DATE,Sunday
DATE,Sunday
DATE,this weekend
DATE,a year ago
DATE,Saturday
DATE,Nov. 11
DATE,Sunday
DATE,the last two weeks
DATE,Thursday
DATE,Monday
DATE,two weeks
DATE,Saturday
DATE,two weeks
DATE,2021
DATE,2021
DATE,Saturday
DATE,Thursday
DATE,daily
DATE,last week
DATE,Sunday
DATE,Sunday
DATE,May
DATE,Oct. 20
DATE,Sunday
DATE,Monday
DATE,July 4
DATE,Sunday
DATE,July
DATE,Sunday
DATE,Sunday
DATE,this weekend
DATE,a year ago
DATE,Saturday
DATE,Nov. 11
DATE,Sunday
DATE,the last two weeks
DATE,Thursday
DATE,Monday
DATE,two weeks
DATE,Saturday
DATE,two weeks
DATE,2021
DATE,2021
DATE,Tuesday
DATE,2021
DATE,2021
DATE,Tuesday
DATE,2021
DATE,2021
DATE,Tuesday
DATE,2021
DATE,2021
DATE,Tuesday
DATE,2021
DATE,2021
DATE,Thursday
DATE,2004
DATE,Thursday
DATE,the day before
DATE,"Wednesday, March 11, 2020"
DATE,2021
DATE,2021
DATE,Thursday
DATE,2004
DATE,Thursday
DATE,the day before
DATE,"Wednesday, March 11, 2020"
DATE,2021
DATE,2021
DATE,Thursday
DATE,2004
DATE,Thursday
DATE,the day before
DATE,"Wednesday, March 11, 2020"
DATE,2021
DATE,2021
DATE,Thursday
DATE,2004
DATE,Thursday
DATE,the day before
DATE,"Wednesday, March 11, 2020"
DATE,2021
DATE,2021
DATE,earlier this year
DATE,Jan. 14
DATE,less than two months
DATE,2019
DATE,3 WEEKS
DATE,Tuesday
DATE,the next day
DATE,early days
DATE,2021
DATE,2021
DATE,earlier this year
DATE,Jan. 14
DATE,less than two months
DATE,2019
DATE,3 WEEKS
DATE,Tuesday
DATE,the next day
DATE,early days
DATE,2021
DATE,2021
DATE,earlier this year
DATE,Jan. 14
DATE,less than two months
DATE,2019
DATE,3 WEEKS
DATE,Tuesday
DATE,the next day
DATE,early days
DATE,2021
DATE,2021
DATE,earlier this year
DATE,Jan. 14
DATE,less than two months
DATE,2019
DATE,3 WEEKS
DATE,Tuesday
DATE,the next day
DATE,early days
DATE,2021
DATE,2021
DATE,Tuesday
DATE,April to
DATE,September 2020
DATE,10 years old
DATE,March 29
DATE,a week
DATE,between March 2020
DATE,mid-January of this year
DATE,age 20
DATE,two to five weeks later
DATE,weekly
DATE,2021
DATE,2021
DATE,Tuesday
DATE,April to
DATE,September 2020
DATE,10 years old
DATE,March 29
DATE,a week
DATE,between March 2020
DATE,mid-January of this year
DATE,age 20
DATE,two to five weeks later
DATE,weekly
DATE,2021
DATE,2021
DATE,Tuesday
DATE,April to
DATE,September 2020
DATE,10 years old
DATE,March 29
DATE,a week
DATE,between March 2020
DATE,mid-January of this year
DATE,age 20
DATE,two to five weeks later
DATE,weekly
DATE,2021
DATE,2021
DATE,Tuesday
DATE,April to
DATE,September 2020
DATE,10 years old
DATE,March 29
DATE,a week
DATE,between March 2020
DATE,mid-January of this year
DATE,age 20
DATE,two to five weeks later
DATE,weekly
DATE,2021
DATE,2021
DATE,Tuesday
DATE,May
DATE,July
DATE,December 2019
DATE,January 2020
DATE,2019
DATE,the end of December 2019
DATE,2021
DATE,2021
DATE,Tuesday
DATE,May
DATE,July
DATE,December 2019
DATE,January 2020
DATE,2019
DATE,the end of December 2019
DATE,2021
DATE,2021
DATE,Tuesday
DATE,May
DATE,July
DATE,December 2019
DATE,January 2020
DATE,2019
DATE,the end of December 2019
DATE,2021
DATE,2021
DATE,Tuesday
DATE,May
DATE,July
DATE,December 2019
DATE,January 2020
DATE,2019
DATE,the end of December 2019
DATE,2021
DATE,2021
DATE,Sunday
DATE,Tuesday
DATE,Monday
DATE,Tuesday
DATE,just days
DATE,Thursday
DATE,three weeks
DATE,Dec. 17
DATE,last week
DATE,as early as Friday
DATE,last week
DATE,early summer
DATE,earlier this year
DATE,late spring
DATE,early summer
DATE,this week
DATE,"the ""second quarter"
DATE,2021
DATE,3.5 months
DATE,2021
DATE,2021
DATE,Sunday
DATE,Tuesday
DATE,Monday
DATE,Tuesday
DATE,just days
DATE,Thursday
DATE,three weeks
DATE,Dec. 17
DATE,last week
DATE,as early as Friday
DATE,last week
DATE,early summer
DATE,earlier this year
DATE,late spring
DATE,early summer
DATE,this week
DATE,"the ""second quarter"
DATE,2021
DATE,3.5 months
DATE,2021
DATE,2021
DATE,Sunday
DATE,Tuesday
DATE,Monday
DATE,Tuesday
DATE,just days
DATE,Thursday
DATE,three weeks
DATE,Dec. 17
DATE,last week
DATE,as early as Friday
DATE,last week
DATE,early summer
DATE,earlier this year
DATE,late spring
DATE,early summer
DATE,this week
DATE,"the ""second quarter"
DATE,2021
DATE,3.5 months
DATE,2021
DATE,2021
DATE,Sunday
DATE,Tuesday
DATE,Monday
DATE,Tuesday
DATE,just days
DATE,Thursday
DATE,three weeks
DATE,Dec. 17
DATE,last week
DATE,as early as Friday
